YEAR,STATE,AVG_MAL_YR4,AVG_FEM_YR4
2008,NC,709.537931,1277.896552
2008,ND,269.3809524,326.5714286
2008,OH,871.9752066,1420.454545
2008,OK,780.5555556,1274.425926
2008,OR,972.3548387,1458.677419
2008,PA,1231.766187,1595.607914
2008,RI,542.7058824,774.7058824
2008,SC,736.1571429,1388.071429
2008,SD,474.3043478,694.826087
2008,TX,782.8492308,1374.501538
2008,UT,1277.933333,1780.133333
2008,VT,169.4814815,216.7777778
2008,WV,253.1346154,349.2307692
2008,WI,954.08,1732.186667
2008,WY,2514.090909,4145.090909
2008,AS,213,312
2008,GU,145.6666667,255
2008,MP,63,116
2008,PR,1249.698413,1847.825397
2008,FM,846,862
2008,PW,181,209
2008,VI,81,280
2008,MH,306,305
2009,AL,796.6621622,1690.702703
2009,AK,281.875,462.125
2009,WA,1036.770833,1844.489583
2009,AZ,1569,2938.263158
2009,NM,1138.697674,2204.674419
2009,AR,1027.983607,2060.065574
2009,CA,692.3554217,1255.353414
2009,MN,688.0229008,1149.496183
2009,CO,1351,2317.204819
2009,CT,630.8441558,1118.766234
2009,NY,453.115894,709.7649007
2009,DE,439.6923077,942.1538462
2009,DC,1907.222222,4027.277778
2009,VA,1000.789063,1918.65625
2009,FL,875.0225806,1755.970968
2009,GA,1170.51634,2326.797386
2009,HI,1493.222222,3070.611111
2009,ID,1951.9375,3729.0625
2009,IL,558.8421053,870.0736842
2009,IN,844.7431193,1716.623853
2009,TN,1031.59542,1934.21374
2009,MI,1111.51634,2324.869281
2009,IA,1197.145161,2667.774194
2009,KS,607.8717949,1068.102564
2009,MO,1065.625899,1862.705036
2009,KY,859.9367089,1512.987342
2009,LA,744.7567568,1704.441441
2009,ME,155.0540541,278.5405405
2009,MD,961.1571429,2111.357143
2009,MA,685.5789474,1168.112782
2009,MS,404.1086957,776.0869565
2009,MT,244.6521739,317
2009,NE,1224.342105,2488.394737
2009,NV,2205.28125,4096.96875
2009,NH,252.7666667,385.8333333
2009,NJ,760.6972477,1273.348624
2009,NC,770.2587413,1455.41958
2009,ND,271.4285714,408.8095238
2009,OH,952.5020243,1640.473684
2009,OK,799.9009009,1367.225225
2009,OR,1018.016393,1585.540984
2009,PA,1306.238754,1732.795848
2009,RI,551.5294118,749.2352941
2009,SC,754.027027,1560.337838
2009,SD,500.125,828.2916667
2009,TX,787.2393939,1441.821212
2009,UT,1340.869565,2026.782609
2009,VT,193.2608696,246.6956522
2009,WV,351.5,501.86
2009,WI,1033.106667,1992.24
2009,WY,2643.454545,4738.818182
2009,AS,237,309
2009,GU,160.6666667,281.3333333
2009,MP,104,176
2009,PR,1281.261905,1941.436508
2009,FM,932,922
2009,PW,220,237
2009,VI,91,280
2009,MH,237,257
2010,AL,1110.428571,2427.480519
2010,AK,345,540.1428571
2010,WA,1026.463158,1882.042105
2010,AZ,2096.597938,4275.278351
2010,NM,1565.355556,3213.644444
2010,AR,1743.783333,3875.083333
2010,CA,904.3062016,1733.812016
2010,MN,890.0697674,1628.75969
2010,CO,1878.071429,3648.869048
2010,CT,903.3552632,1814.157895
2010,NY,469.4688525,714.5344262
2010,DE,425.4285714,929.4285714
2010,DC,2989,6923.833333
2010,VA,1387.548872,2829.323308
2010,FL,1183,2514.006231
2010,GA,1728.230769,3750.089744
2010,HI,2410.684211,5590.263158
2010,ID,3026.588235,6545.705882
2010,IL,679.6910995,1176.874346
2010,IN,1225.081818,2659.409091
2010,TN,1477.350365,3040.19708
2010,MI,1351.243902,2845.585366
2010,IA,1614.730159,3774.52381
2010,KS,822.962963,1690.320988
2010,MO,1549.955556,3094.622222
2010,KY,1153.666667,2207.888889
2010,LA,904.7073171,2058.609756
2010,ME,172.6363636,279.6969697
2010,MD,1280.690141,2970.169014
2010,MA,634.6014493,1170.188406
2010,MS,507.2553191,979.6808511
2010,MT,215.826087,276.6956522
2010,NE,1695.5,3825.1
2010,NV,3397.5,7009.352941
2010,NH,253.2413793,442.862069
2010,NJ,1055.388889,1932.092593
2010,NC,1019.611842,2089.710526
2010,ND,259.047619,353.6666667
2010,OH,1221.612648,2269.853755
2010,OK,1178.702703,2299
2010,OR,1421.166667,2503.483333
2010,PA,1520.199313,2297.707904
2010,RI,629.7222222,815.5
2010,SC,1067.807692,2336.897436
2010,SD,514.0416667,913.625
2010,TX,1016.549575,2073.849858
2010,UT,1746.755102,3043.102041
2010,VT,181.08,235.52
2010,WV,377,530.9230769
2010,WI,1430.267442,3065.313953
2010,WY,4261.636364,9274.363636
2010,AS,234,321
2010,GU,143,279.6666667
2010,MP,88,155
2010,PR,1197.133333,1917.558333
2010,FM,829,905
2010,PW,222,256
2010,VI,94,287
2010,MH,198,194
2011,AL,1302.658228,2940
2011,AK,336.4285714,546.8571429
2011,WA,1160.208333,2181.541667
2011,AZ,2281.342857,4814.333333
2011,NM,1827.6,3786.777778
2011,AR,1990.903226,4558.903226
2011,CA,1046.869565,2082.035917
2011,MN,974.6518519,1845.451852
2011,CO,2118.623656,4304.129032
2011,CT,1042.090909,2103.402597
2011,NY,497.7741935,773.4032258
2011,DE,4120.071429,9684.642857
2011,DC,3579.166667,8450.222222
2011,VA,1618.160584,3483.708029
2011,FL,1340.770588,2895.638235
2011,GA,1977.878049,4460.554878
2011,HI,2762.95,6527.6
2011,ID,3087.55,6701.75
2011,IL,756.142132,1398.847716
2011,IN,1532.719298,3140.368421
2011,TN,1987.125,4312.277778
2011,MI,1503.05988,3137.197605
2011,IA,2122.301587,5238.730159
2011,KS,964.3417722,2054.379747
2011,MO,1738.392857,3562.321429
2011,KY,1325.333333,2591.925926
2011,LA,2759.197674,6484.697674
2011,ME,443.2571429,1138.828571
2011,MD,1608.394737,3375.131579
2011,MA,721.3262411,1336.453901
2011,MS,1642.25,3700.916667
2011,MT,231.4782609,292.4347826
2011,NE,2287.243243,5352.324324
2011,NV,3726.166667,7926.166667
2011,NH,269.2758621,462.9655172
2011,NJ,1166.324324,2215.441441
2011,NC,1285.198718,2561.891026
2011,ND,295.55,414.25
2011,OH,1305.149091,2550.298182
2011,OK,1359.837838,2715.351351
2011,OR,1434.955224,2612.134328
2011,PA,1672.566667,2565.276667
2011,RI,604.4736842,853.0526316
2011,SC,1328.25,3011.7
2011,SD,543.0416667,1030.875
2011,TX,1135.605978,2411.377717
2011,UT,1906.745098,3462.176471
2011,VT,184.76,232.2
2011,WV,445.74,626.44
2011,WI,1766.163043,3630.315217
2011,WY,5137.181818,11198
2011,AS,242,351
2011,GU,149.3333333,253.3333333
2011,MP,136,180
2011,PR,1280.878049,2106.203252
2011,FM,811,959
2011,PW,171,164
2011,VI,115,340
2011,MH,186,202
2012,AL,1700.743902,3771.573171
2012,AK,377.1428571,614.7142857
2012,WA,1415.455446,2604.306931
2012,AZ,2967.495413,6028.889908
2012,NM,2332.23913,4693.282609
2012,AR,2457.537313,5362.985075
2012,CA,1288.158348,2452.230637
2012,MN,1290.741259,2535.72028
2012,CO,2579.298969,5193.907216
2012,CT,1328.166667,2626.269231
2012,NY,575.4819672,884.4229508
2012,DE,5156.066667,11451.33333
2012,DC,4752.555556,10526.33333
2012,VA,2034.659722,4157.25
2012,FL,1673.967391,3456.589674
2012,GA,2614.359281,5646.437126
2012,HI,3742.3,8427.1
2012,ID,4174.35,8592.25
2012,IL,1085.221675,2005.044335
2012,IN,1538.52381,2824.746032
2012,TN,2602.722973,5425.959459
2012,MI,1951.064706,3768.570588
2012,IA,2634.571429,6277.84127
2012,KS,1238.083333,2517.369048
2012,MO,2320.098485,4609.30303
2012,KY,1582.820225,2943.179775
2012,LA,3561.272727,8024.647727
2012,ME,783.8333333,2222.166667
2012,MD,2095.447368,4154.710526
2012,MA,914.1478873,1651.922535
2012,MS,2073.86,4534.94
2012,MT,307.1666667,367.2083333
2012,NE,2665.756098,6048.536585
2012,NV,4656.948718,9445.923077
2012,NH,303.1666667,511.6333333
2012,NJ,1381.106557,2528.196721
2012,NC,1640.490798,3151.644172
2012,ND,415.1904762,772.7142857
2012,OH,1652.482759,3175.737931
2012,OK,1741.313043,3423.504348
2012,OR,1804.575342,3084.506849
2012,PA,1937.728758,3012.45098
2012,RI,606.9,863.3
2012,SC,1700.244186,3837.906977
2012,SD,601.5,1257.041667
2012,TX,1599.718346,3391.44186
2012,UT,2404.314815,4276.407407
2012,VT,203.5416667,257.0833333
2012,WV,476.4464286,627.3392857
2012,WI,2302.050505,4590.262626
2012,WY,6785.454545,14393.18182
2012,AS,298,399
2012,GU,167,296
2012,MP,78,168
2012,PR,1407.894737,2266.052632
2012,FM,943,1108
2012,PW,116,123
2012,VI,144,359
2012,MH,243,236
2013,AL,2338.476744,4552.348837
2013,AK,402.625,616.625
2013,WA,1594.009901,2913.534653
2013,AZ,3950.858407,7408.876106
2013,NM,3003.733333,5694.666667
2013,AR,2770.617647,5970.970588
2013,CA,1712.768092,2852.754934
2013,MN,1764.608392,3413.552448
2013,CO,2974.3,5912.96
2013,CT,1412.423077,2842.179487
2013,NY,750.6261981,1017.715655
2013,DE,844.6666667,1796.733333
2013,DC,5488.333333,12564.83333
2013,VA,2826.948387,5257.787097
2013,FL,2417.644562,4404.488064
2013,GA,3328.964912,6856.076023
2013,HI,4031.6,9346.95
2013,ID,4541.782609,8891.782609
2013,IL,1533.799043,2642.535885
2013,IN,2769.888,4805.456
2013,TN,3235.569536,6272.569536
2013,MI,2771.345238,4587.297619
2013,IA,3268.887097,6898.66129
2013,KS,902.9302326,1366.383721
2013,MO,2299.898649,4048.425676
2013,KY,2114.574468,3796.648936
2013,LA,4029.022472,8973.348315
2013,ME,590.8571429,1514.942857
2013,MD,2808.684211,5125
2013,MA,1156.344828,1903.496552
2013,MS,2511.019608,5179.980392
2013,MT,365.4166667,420.3333333
2013,NE,3140.97619,6756.214286
2013,NV,5760.794872,11005.5641
2013,NH,332.65625,538.875
2013,NJ,1659.826772,2951.244094
2013,NC,2292.92,4064.931429
2013,ND,595.6190476,1286.666667
2013,OH,1864.688356,2876.037671
2013,OK,2090.260504,3815.344538
2013,OR,2376.71831,3686.985915
2013,PA,2327.829193,3410.549689
2013,RI,639,1006.047619
2013,SC,2562.1,4891.411111
2013,SD,734.7083333,1648.666667
2013,TX,2193.655,4221.4675
2013,UT,3040.314815,5291.240741
2013,VT,221.1666667,274.2083333
2013,WV,786.6666667,910.85
2013,WI,2496,4142.989362
2013,WY,762.9,499.9
2013,AS,349,449
2013,GU,205,314.6666667
2013,MP,148,239
2013,PR,1452.839416,2325.59854
2013,FM,1126,1330
2013,PW,214,292
2013,VI,166,427
2013,MH,364,399
2014,AL,3621.385542,4373.072289
2014,AK,323,509.2857143
2014,WA,1261.981308,2122.495327
2014,AZ,4142.336364,4781.881818
2014,NM,3482.931818,4787.545455
2014,AR,1856.271429,2655.042857
2014,CA,2275.902439,2138.095935
2014,MN,2134.109489,3036.131387
2014,CO,2831.363636,3785.89899
2014,CT,1088.368421,2028.947368
2014,NY,1158.932258,1224.025806
2014,DE,768.7142857,1639.071429
2014,DC,3570.055556,7969
2014,VA,3482.697368,4063.855263
2014,FL,3265.002618,3638.693717
2014,GA,2910.521472,3815.852761
2014,HI,2619.047619,5901.619048
2014,ID,5111.958333,6668.416667
2014,IL,2083.660194,2403.436893
2014,IN,4858.764228,5569.869919
2014,TN,3073.410959,3018.678082
2014,MI,3554.843373,3664.650602
2014,IA,3721.262295,4733.081967
2014,KS,1966.494118,1808.717647
2014,MO,2754.774648,2842.746479
2014,KY,2372.944444,2912.933333
2014,LA,2296.397727,2956.193182
2014,ME,545.9459459,1360.081081
2014,MD,3327.171053,4067.407895
2014,MA,1476.276316,1556.118421
2014,MS,2832.122449,4082.816327
2014,MT,368.375,434.5416667
2014,NE,2115.139535,2169.581395
2014,NV,5637.459459,6044.459459
2014,NH,428.1071429,633.6785714
2014,NJ,1717.483607,2462.221311
2014,NC,2774.094444,2987.127778
2014,ND,669.6,1321.4
2014,OH,3056.935593,2831.138983
2014,OK,1933.950413,2108.85124
2014,OR,2905.210526,2928.092105
2014,PA,2695.283912,2424.082019
2014,RI,606.1818182,969.6818182
2014,SC,3881.063158,4422.421053
2014,SD,776.92,1712.4
2014,TX,2573.239583,2905.786458
2014,UT,3114.178571,4065.178571
2014,VT,214.125,254.9583333
2014,WV,1600.375,1234.428571
2014,WI,4124.285714,4177.076923
2014,WY,627.5454545,445.7272727
2014,AS,316,426
2014,GU,341,508.5
2014,MP,166,267
2014,PR,1374.992593,2153.688889
2014,FM,1312,1562
2014,PW,238,277
2014,VI,193,430
2014,MH,433,484
2015,AL,2074.258824,3152.258824
2015,AK,304.5714286,481.4285714
2015,WA,1157.163462,1987.259615
2015,AZ,2814.574074,3900.027778
2015,NM,2385.304348,3883.717391
2015,AR,1277.695652,2261.376812
2015,CA,1351.320557,1626.146341
2015,MN,1461.669173,2475.180451
2015,CO,1960.793814,3085.494845
2015,CT,1164.055556,1980.305556
2015,NY,790.9297125,1028.086262
2015,DE,705.7857143,1429.571429
2015,DC,3225.176471,7088
2015,VA,2213.406897,3207.848276
2015,FL,1959.409704,3021.913747
2015,GA,1880.240741,2972.790123
2015,HI,2596.526316,5735.473684
2015,ID,3367.083333,5433.916667
2015,IL,1317.545,1871.495
2015,IN,5301.461538,8470.638462
2015,TN,1738.189189,2251.554054
2015,MI,2177.730061,3031.815951
2015,IA,1905.688525,3605.360656
2015,KS,1064.795455,1342.318182
2015,MO,1793.651515,2450.886364
2015,KY,1481.247191,2256.640449
2015,LA,1420.411765,2438.623529
2015,ME,474.2,1233
2015,MD,2060.380282,3160.211268
2015,MA,1052.820144,1366.179856
2015,MS,1981.72,3472.78
2015,MT,335.375,405.5
2015,NE,1228.285714,1725.071429
2015,NV,3457.416667,4938.166667
2015,NH,423.5714286,648.3214286
2015,NJ,1339.84,2055.792
2015,NC,1592.601156,2310.32948
2015,ND,506.2857143,992.5714286
2015,OH,1766.065517,2182.258621
2015,OK,1314.46087,1813.678261
2015,OR,1957.643836,2513.493151
2015,PA,1905.947712,2012.555556
2015,RI,635.0952381,962.4285714
2015,SC,2319.268817,3519.268817
2015,SD,751.8,1561.6
2015,TX,1608.729443,2348.047745
2015,UT,2160.519231,3403.692308
2015,VT,209.3913043,256
2015,WV,1007.87037,984.4074074
2015,WI,2116,3068.886364
2015,WY,582.5,430.4
2015,AS,314,335
2015,GU,235.3333333,345.3333333
2015,MP,186,220
2015,PR,846.4961832,1447.053435
2015,FM,1319,1592
2015,PW,364,432
2015,VI,177,407
2015,MH,434,405
2016,AL,1175.253165,2502.56962
2016,AK,329.8333333,485.8333333
2016,WA,977.1914894,1666.510638
2016,AZ,1883.639175,3165.989691
2016,NM,1591.733333,2930.644444
2016,AR,792,1574.238806
2016,CA,802.6,1254.491262
2016,MN,983.5221239,1857.415929
2016,CO,1355.829268,2286.54878
2016,CT,1089.5625,1723.015625
2016,DE,944.0769231,1687.230769
2016,DC,2765.823529,5661.470588
2016,FL,1285.127596,2548.949555
2016,GA,1390.937931,2720.275862
2016,HI,2018.55,4138.9
2016,ID,2217.190476,4271.904762
2016,IL,882.4772727,1383.357955
2016,IN,3015.243243,4717.720721
2016,MI,1112.007194,2119.582734
2016,IA,1321.192982,3113.017544
2016,KS,565.1733333,958.7466667
2016,MO,1081.256,1704.4
2016,KY,905.6527778,1816.333333
2016,LA,801.025641,2005.641026
2016,ME,486.6285714,1392.685714
2016,MD,1421.9375,2731.84375
2016,MA,679.1640625,1080.742188
2016,MS,750.75,1488.979167
2016,MT,291.76,345.04
2016,NE,660.0789474,1537.684211
2016,NV,1813.205882,3526
2016,NH,475.9230769,747.4230769
2016,NJ,1215.345455,1897.290909
2016,NY,578.8480565,902.6572438
2016,NC,1009.3625,1884.475
2016,ND,396.1578947,627.6842105
2016,OH,970.2081633,1642.306122
2016,OK,962.8383838,1787.262626
2016,OR,936.5223881,1614.38806
2016,PA,1341.24,1772.796364
2016,RI,647.4,975
2016,SC,1221.966292,2637.921348
2016,SD,632.4090909,1112.363636
2016,TN,951.0923077,1712.215385
2016,TX,999.9122807,1839.944444
2016,UT,1610.469388,2754.183673
2016,VT,216.6,252.35
2016,VA,1411.413534,2653.315789
2016,WV,587.9423077,810.0192308
2016,WI,1177.111111,2468.791667
2016,WY,529.1,376.5
2016,AS,253,428
2016,GU,218.3333333,322
2016,MP,179,212
2016,PR,730.512,1163.896
2016,FM,1116,1349
2016,VI,170,362
2016,MH,414,393
2017,AL,1079,2272.307692
2017,AK,252.7142857,422.8571429
2017,WA,915.0777778,1542.666667
2017,AZ,1997.336634,3155.089109
2017,NM,1386.377778,2543.155556
2017,AR,727.0634921,1411.84127
2017,CA,759.1389961,1182.457529
2017,MN,721.8811881,1346.792079
2017,CO,1163.717647,1991.235294
2017,CT,677.328125,805.640625
2017,DE,865.6153846,1573.846154
2017,DC,2280.529412,4625.294118
2017,FL,1084.583333,2107.416667
2017,GA,1258.049645,2503.744681
2017,HI,1797.210526,3579.263158
2017,ID,2014.631579,3886.263158
2017,IL,844.8511905,1317.89881
2017,IN,2734.311927,4405.449541
2017,MI,965.6944444,1841.854167
2017,IA,892.4482759,2413.12069
2017,KS,513.739726,850.0684932
2017,MO,1014.6,1661.658333
2017,KY,755.1571429,1547.771429
2017,LA,737.7922078,1858.311688
2017,ME,522.0833333,1583.166667
2017,MD,1195.530303,2337.69697
2017,MA,633.7666667,1020.841667
2017,MS,711.1914894,1382.085106
2017,MT,269.36,322.76
2017,NE,725.7894737,1822.447368
2017,NV,1628.3125,3293.21875
2017,NH,587.68,932.16
2017,NJ,1045.60177,1633.486726
2017,NY,551.8028674,888.2114695
2017,NC,887.5705521,1680.625767
2017,ND,382.0526316,624.3157895
2017,OH,860.6820084,1470.589958
2017,OK,888.5408163,1572.112245
2017,OR,817.7575758,1388.984848
2017,PA,1268.405694,1622.199288
2017,RI,630.35,978.35
2017,SC,1101.356322,2378.62069
2017,SD,584.7916667,1091.708333
2017,TN,866.5984252,1551.370079
2017,TX,933.625,1721.934524
2017,UT,1376.125,2341.083333
2017,VT,205.45,242.7
2017,VA,1296.269231,2451.507692
2017,WV,591.44,797.04
2017,WI,990.6363636,2059.116883
2017,WY,438.4444444,353.2222222
2017,AS,223,267
2017,GU,225.3333333,330.6666667
2017,MP,150,219
2017,PR,694.6377953,1100.23622
2017,FM,744,819
2017,PW,178,178
2017,VI,148,328
2017,MH,224,257
2018,AL,,
2018,AK,,
2018,WA,,
2018,AZ,,
2018,NM,,
2018,AR,,
2018,CA,,
2018,MN,,
2018,CO,,
2018,CT,,
2018,NY,,
2018,DE,,
2018,DC,,
2018,FL,,
2018,GA,,
2018,HI,,
2018,ID,,
2018,IL,,
2018,IN,,
2018,MI,,
2018,IA,,
2018,KS,,
2018,MO,,
2018,KY,,
2018,LA,,
2018,ME,,
2018,MD,,
2018,MA,,
2018,MS,,
2018,MT,,
2018,NE,,
2018,NV,,
2018,NH,,
2018,NJ,,
2018,NC,,
2018,ND,,
2018,OH,,
2018,WV,,
2018,OK,,
2018,OR,,
2018,PA,,
2018,RI,,
2018,SC,,
2018,SD,,
2018,TN,,
2018,TX,,
2018,UT,,
2018,VT,,
2018,VA,,
2018,WI,,
2018,WY,,
2018,AS,,
2018,GU,,
2018,MP,,
2018,PR,,
2018,FM,,
2018,PW,,
2018,VI,,
2018,MH,,
2019,AL,,
2019,AK,,
2019,WA,,
2019,AZ,,
2019,NM,,
2019,AR,,
2019,CA,,
2019,MN,,
2019,CO,,
2019,CT,,
2019,NY,,
2019,DE,,
2019,DC,,
2019,FL,,
2019,GA,,
2019,HI,,
2019,ID,,
2019,IL,,
2019,IN,,
2019,MI,,
2019,IA,,
2019,KS,,
2019,MO,,
2019,KY,,
2019,LA,,
2019,ME,,
2019,MD,,
2019,MA,,
2019,MS,,
2019,MT,,
2019,NE,,
2019,NV,,
2019,NH,,
2019,NJ,,
2019,NC,,
2019,ND,,
2019,OH,,
2019,WV,,
2019,OK,,
2019,OR,,
2019,PA,,
2019,RI,,
2019,SC,,
2019,SD,,
2019,TN,,
2019,TX,,
2019,UT,,
2019,VT,,
2019,VA,,
2019,WI,,
2019,WY,,
2019,AS,,
2019,GU,,
2019,MP,,
2019,PR,,
2019,FM,,
2019,PW,,
2019,VI,,
2019,MH,,
