YEAR,STATE,TUITION_IN,TUITION_OUT
2009,HI,7238.823529,11111.29412
2009,ID,8387.466667,11761.6
2009,IN,13762.73469,15785.26531
2009,TN,12840.67368,15245.94505
2009,MI,11061.38655,13280.56075
2009,IA,14739.36508,15534.26984
2009,KS,9445.015385,10873.01538
2009,MO,11907.47059,13160.61207
2009,KY,11384.54054,14003.07042
2009,LA,5707.88172,7138.462366
2009,ME,12536.35714,16082.71429
2009,MD,12948.36842,16556.78846
2009,MA,21119.64035,22833.45045
2009,MS,6055.825,8576.157895
2009,MT,5762.173913,10348.13043
2009,NE,11278.5,12299.15
2009,NV,11558.29412,15011
2009,NH,15456.48148,19070.55556
2009,NJ,13189.8169,15684.57971
2009,NC,9568.716312,13273.15672
2009,ND,6577.619048,8873.333333
2009,OH,13208.08796,14939.66986
2009,WV,8581,11114.5625
2009,OK,8663.185185,11207.44231
2009,OR,13339.85714,16213.2449
2009,PA,16556.6255,18542.55462
2009,RI,22547.33333,25148.16667
2009,SC,11660.68571,14713.13433
2009,SD,9388.208333,9866.75
2009,TX,9871.241379,11794.735
2009,UT,11619.67568,13590.69444
2009,VT,20154.1,24469.88889
2009,WI,12569.92958,14963.25352
2009,WY,2319.625,6165.625
2009,AS,2060,2340
2009,GU,5205,8905
2009,MP,2820,5100
2009,PR,5354.979167,5645.75
2009,FM,3791,3791
2009,PW,2720,3560
2009,VI,4125,16475
2009,MH,3790,3790
2010,AL,8924.133333,11311.52703
2010,IL,13937.98667,16577.72109
2010,AK,8000.375,12121.625
2010,WA,10979.275,13759.075
2010,AZ,10148.7193,12796.08772
2010,NM,6736.763158,8955.594595
2010,AR,7605.944444,9509.703704
2010,CA,12368.01749,15301.35503
2010,MN,13364.74576,14485.29126
2010,CO,10852.61111,14346.375
2010,CT,16479.69811,19842.62
2010,NY,15135.0424,16443.75357
2010,DE,10557.2,14004.5
2010,DC,20676.73333,21647.57143
2010,VA,13374.312,16248.1913
2010,FL,12635.96226,14694.22034
2010,GA,9871.042857,12284.59848
2010,HI,7319.888889,11147.88889
2010,ID,8931.375,12006.875
2010,IN,14491.3,16626.27
2010,TN,13426.44792,15896.50538
2010,MI,11844.92913,14089.11404
2010,IA,15447.47692,16238.21538
2010,KS,9486.242424,10914.06061
2010,MO,12125.98291,13333.60684
2010,KY,12142.19737,14767.57534
2010,LA,8054.333333,10261.57143
2010,ME,15085.1,18500.5
2010,MD,13484,17116.29412
2010,MA,22028.04505,23829.05556
2010,MS,6725.85,9116.75
2010,MT,5953.521739,10703.13043
2010,NE,11592.48718,12657.10256
2010,NV,10973.77778,14406.33333
2010,NH,15783.85185,19514.22222
2010,NJ,13848.97183,16301.36765
2010,NC,9990.553191,13735.44444
2010,ND,6413.2,8795.05
2010,OH,13714.97674,15522.86124
2010,WV,8974.470588,11555.46
2010,OK,9037.627451,11842.30612
2010,OR,13300.17647,16164.90196
2010,PA,17087.02041,19165.57759
2010,RI,24027.33333,26755.5
2010,SC,12142.75342,15187.56338
2010,SD,9848.375,10435.58333
2010,TX,10191.58879,12211.81643
2010,UT,11710.78378,13810.72973
2010,VT,22028.90476,26479.73684
2010,WI,13394.06329,15397.11688
2010,WY,2370.125,6276.125
2010,AS,2900,3180
2010,GU,5340,9040
2010,MP,2820,5100
2010,PR,5478.521277,5838.276596
2010,FM,3791,3791
2010,PW,3010,3610
2010,VI,4310,11800
2010,MH,4370,4370
2011,AL,9533.481013,12062.66667
2011,IL,14398.28289,17076.11409
2011,AK,8142.25,12657.25
2011,WA,11781.33333,14712.1625
2011,AZ,10466.57377,12899.81967
2011,NM,6937.078947,9483.405405
2011,AR,8037.358491,9942.811321
2011,CA,13115.20228,15932.16327
2011,MN,13795.94262,14987.08411
2011,CO,11283.38961,14496.84
2011,CT,16608.88889,20381.12
2011,NY,16017.36042,17385.46403
2011,DE,11342.91667,14393.58333
2011,DC,21573.2,22556.64286
2011,VA,14139.69531,17079.55085
2011,FL,13477.75546,15482.38342
2011,GA,10105.14583,12635.99254
2011,HI,7939.894737,11728.10526
2011,ID,10302.95,13176.25
2011,IN,15174.67677,17440.30303
2011,TN,13975.52041,16567.52632
2011,MI,12283.45238,14592.86842
2011,IA,16040.56923,16863.06154
2011,KS,10040.34328,11470.46269
2011,MO,12406.73554,13684.02479
2011,KY,12632.5443,15323.26316
2011,LA,9316.878788,11551.65152
2011,ME,16254.5,19806.2
2011,MD,13756.94545,17329.7451
2011,MA,22849.34821,24834.89815
2011,MS,7111.547619,9111.333333
2011,MT,6179,11153.34783
2011,NE,12074.75,13168.275
2011,NV,10806.83333,14335.5
2011,NH,16536.40741,20307.96296
2011,NJ,14375.44595,16953.28169
2011,NC,10301.64865,13914.96479
2011,ND,6820.428571,8990.85
2011,OH,14085.12727,15857.43458
2011,WV,9089.510204,11868.33333
2011,OK,9610.113208,12305.19608
2011,OR,14239.70588,17150.80392
2011,PA,17737.28279,19983.10823
2011,RI,25143.41667,27852.91667
2011,SC,12549.14286,15566.4
2011,SD,10329.08333,10762.33333
2011,TX,10571.01843,12707.10476
2011,UT,11808.73684,14020.05263
2011,VT,22942,27641.15789
2011,WI,13879.29268,15810.97468
2011,WY,4579.4,7838
2011,AS,2940,3220
2011,GU,5377.333333,8777.333333
2011,MP,2820,5100
2011,PR,5870.070707,6464.707071
2011,FM,3891,3891
2011,PW,3250,3610
2011,VI,4594,12574
2011,MH,4370,4370
2012,AL,9837.3125,12502.50633
2012,IL,14753.82803,17419.84106
2012,AK,8653.5,13472.25
2012,WA,12055.35366,15235.77778
2012,AZ,10887.46875,13159.45313
2012,NM,7000.842105,9622.72973
2012,AR,7939.944444,9855
2012,CA,13471.65318,16460.0858
2012,MN,14018.63415,15298.95327
2012,CO,11601.98718,15007.97368
2012,CT,17315.2549,21276.95745
2012,NY,16431.57143,17896.90459
2012,DE,11511.45455,15002.90909
2012,DC,22966.21429,24141.38462
2012,VA,14702.14844,17749.85593
2012,FL,13795.81858,15761.22632
2012,GA,10663.39161,13227.64662
2012,HI,8216.578947,12119.73684
2012,ID,10445.5,13647.1
2012,IN,15758.30097,18521.45055
2012,TN,14478.85149,17143.35714
2012,MI,12886,15230.95614
2012,IA,16441.18462,17277.92308
2012,KS,10303.75,11824.70588
2012,MO,13477.02679,14726.21429
2012,KY,13489.58442,16329.13514
2012,LA,9771,12011.08824
2012,ME,16009.83333,19556.73333
2012,MD,13854.36207,17315.01852
2012,MA,23791.63717,25767.5463
2012,MS,7556.619048,9712.02381
2012,MT,6262.64,11310
2012,NE,12606.02439,13702.56098
2012,NV,11051.84211,14470
2012,NH,17400,21359.68
2012,NJ,14743.28395,17002.19231
2012,NC,10644.44898,14305.24648
2012,ND,7029.333333,8973.2
2012,OH,14691.553,16490.8756
2012,WV,9486.25,12273.2766
2012,OK,10160.51852,12994.65385
2012,OR,14669.88889,17725.01852
2012,PA,18409.2753,20633.89316
2012,RI,26053.25,28794.58333
2012,SC,12915.91026,16008.35526
2012,SD,10589.875,11065.91667
2012,TX,10924.61751,13256.11905
2012,UT,12566.76316,14744.73684
2012,VT,23786.42857,28730.68421
2012,WI,14320.2381,16241.20988
2012,WY,4761.1,8196.1
2012,AS,3400,3700
2012,GU,5390.666667,8790.666667
2012,MP,2820,5100
2012,PR,5766.438776,6211.071429
2012,FM,3891,3891
2012,PW,3250,3610
2012,VI,4594,12574
2012,MH,4745,4745
2013,AL,9927.85,12716.94937
2013,IL,15198.74051,17992.57616
2013,AK,8704.5,12755.875
2013,WA,12445.26506,15829.0122
2013,AZ,10863.97101,13772.69565
2013,NM,7339.578947,10088.64865
2013,AR,8324.363636,10349.70909
2013,CA,13761.69444,16642.45739
2013,MN,13880.288,15321.97248
2013,CO,11909.58442,15470.93333
2013,CT,18007.73469,22527.55556
2013,NY,17122.74315,18620.52431
2013,DE,12382.09091,15997.18182
2013,DC,22977.53333,23772
2013,VA,14981.4697,18217.93043
2013,FL,14307.94397,16450.78351
2013,GA,10959.33784,13718.84733
2013,HI,8695.684211,12596.31579
2013,ID,10667.55,14000.75
2013,IN,16223.5,18991.88889
2013,TN,14798.33981,17546.22222
2013,MI,13241.88,15696.5614
2013,IA,17054.46875,17944.76563
2013,KS,10574.05634,12073.18571
2013,MO,13569.93913,14825.11404
2013,KY,13685.69333,16732.83562
2013,LA,10489.52239,12981.31818
2013,ME,16475.36667,20138.63333
2013,MD,14320.9,17692.875
2013,MA,24548.94643,26683.46296
2013,MS,7640.5,9681.452381
2013,MT,6409.68,11553.96
2013,NE,12795.66667,13815.92857
2013,NV,11469.75,14703.55
2013,NH,17747.48,21777.76
2013,NJ,14939.79268,17394.63291
2013,NC,11217.35256,14678.39041
2013,ND,6989.142857,9151.35
2013,OH,14923.71628,16819.36232
2013,WV,9984.891304,12957.62222
2013,OK,10473.80357,13271.77778
2013,OR,15049.54545,18013.03636
2013,PA,19110.77273,21515.57018
2013,RI,27021.16667,29762.5
2013,SC,13307.5875,16507.64
2013,SD,10858.08696,11423
2013,TX,11327.6453,13515.61818
2013,UT,12407.63158,14711.31579
2013,VT,22796.04545,29613.94737
2013,WI,14607.85366,16642.08861
2013,WY,4396.222222,8425.555556
2013,AS,3550,3850
2013,GU,5380.666667,8780.666667
2013,MP,2820,5100
2013,PR,5790.969072,6188.71134
2013,FM,5080,5080
2013,PW,3250,3610
2013,VI,4794,13174
2013,MH,4905,4905
2014,AL,10127.4625,12959.83544
2014,IL,15511.81818,18494.79333
2014,AK,8072.142857,12753.28571
2014,WA,12677,16145.41975
2014,AZ,10534.63077,13740.96923
2014,NM,7211.131579,9924.837838
2014,AR,8325.942308,10497.90385
2014,CA,14058.91496,17072.71471
2014,MN,14049.19008,15584.30189
2014,CO,12173.84932,15874.35211
2014,CT,17593.42,22906.66667
2014,NY,17654.30104,19289.66549
2014,DE,12415.72727,16139.54545
2014,DC,21747.6875,22437.14286
2014,VA,15067.58779,18633.68421
2014,FL,14227.84581,16636.90476
2014,GA,11629.81203,14435.6
2014,HI,8947.631579,12985.94737
2014,ID,10973.63158,14565.31579
2014,IN,16637.72,19445.81111
2014,TN,15160.68041,18223.19355
2014,MI,13670.73554,16165.65455
2014,IA,17740.3871,18679.3871
2014,KS,10898.18667,12355.0411
2014,MO,13775.02727,15081.87273
2014,KY,13886.50746,17379.25373
2014,LA,10329.21053,13570.73684
2014,ME,16793.16129,19911.48387
2014,MD,14529.52542,18296.89091
2014,MA,25153.5625,27384.12037
2014,MS,7732.952381,9850.285714
2014,MT,6596.52,11876.64
2014,NE,13369.90476,14492.21951
2014,NV,11731.94118,15536.41176
2014,NH,18619.56,22604.76
2014,NJ,15396.23457,18176.71429
2014,NC,11367.15385,15089.5274
2014,ND,7217,9443.35
2014,OH,15163.66832,17193.73367
2014,WV,10477.11111,13460.81818
2014,OK,10626.58929,13631.5
2014,OR,15530.33333,18684.7963
2014,PA,19787.52101,22341.75111
2014,RI,27849.5,30590.83333
2014,SC,13251.07407,16573.38158
2014,SD,11160.65217,11878.17391
2014,TX,11528.41379,13926.45622
2014,UT,12607.21622,15084.2973
2014,VT,25825.8,30556.42105
2014,WI,14902.2375,16985.7013
2014,WY,4484.333333,8719.666667
2014,AS,3550,3600
2014,GU,5380.666667,7916.666667
2014,MP,2820,5100
2014,PR,5788.989899,6182.353535
2014,FM,5080,5080
2014,PW,3250,3610
2014,VI,4794,13174
2014,MH,4905,4905
2015,AL,10248.16456,13221.12821
2015,IL,15838.65772,19140.70345
2015,AK,8173.571429,13092.85714
2015,WA,12761.49383,16315.1125
2015,AZ,10652.11111,14111.43548
2015,NM,7484.289474,10294.05405
2015,AR,8595.698113,10740.84906
2015,CA,14613.35258,17817.53438
2015,MN,14232.95798,15934.84615
2015,CO,12140.86364,16205.83333
2015,CT,18113.14583,23457.90909
2015,NY,18256.23509,19940.17857
2015,DE,12740.18182,16574.45455
2015,DC,22602.33333,23717.28571
2015,VA,15379.51163,19281.88288
2015,FL,14242.47345,16451.61957
2015,GA,11987.80153,14849.02439
2015,HI,9041.555556,13480.88889
2015,ID,11192.52632,14986.31579
2015,IN,16305.59048,20064.16842
2015,TN,15669.34043,18847.79121
2015,MI,14109.56452,17352.23301
2015,IA,18393.78689,19360.09836
2015,KS,11310.63768,12886.25373
2015,MO,14059.34906,15445.51887
2015,KY,14266.78125,17975.84375
2015,LA,10818.07143,14692.66071
2015,ME,17271.2,20427.93333
2015,MD,15140.69643,19272.59615
2015,MA,26326.90741,28720.40952
2015,MS,7871.634146,10104.34146
2015,MT,6782.4,12211.64
2015,NE,13758.28571,14919.12195
2015,NV,12205.94444,15821.77778
2015,NH,19042.28,23069.8
2015,NJ,15924.90123,18801.80519
2015,NC,11659,15423.71034
2015,ND,7303.952381,9648.8
2015,OH,15435.9064,17553.30151
2015,WV,10762,13897.29545
2015,OK,11044.4,14178.71698
2015,OR,15918.30189,19678.56604
2015,PA,20288.52941,22859.65778
2015,RI,28636.83333,31543.58333
2015,SC,13670.2125,17122.86667
2015,SD,11641.86957,12393.08696
2015,TX,11722.84513,14158.44076
2015,UT,12064.58824,14847.67647
2015,VT,27034,32259.88889
2015,WI,15396.63158,17753.89041
2015,WY,4565.444444,8857.444444
2015,AS,3550,3850
2015,GU,4626.666667,7266.666667
2015,MP,2820,5100
2015,PR,5751.72,6149.545455
2015,FM,5541,5541
2015,PW,3250,3610
2015,VI,5014,13834
2015,MH,4885,5105
2016,AL,10115.47368,13399.55405
2016,IL,16012.98667,19703.62676
2016,AK,8745.571429,14252.57143
2016,WA,12384.74667,16377.02778
2016,AZ,10003.87273,14038.46296
2016,NM,6933.685714,10248.6
2016,AR,8659.403846,10883.76923
2016,CA,14624.63023,18376.45455
2016,MN,14239.22772,16342.06977
2016,CO,12494.67742,17289.06667
2016,CT,18406.85714,23867.95556
2016,NY,18749.59786,20588.25091
2016,DE,13170.4,17860.6
2016,DC,23218.86667,24389.42857
2016,FL,13934.82759,16517.66049
2016,GA,11882.76378,14860.57265
2016,HI,9350,14011.33333
2016,ID,10882.17647,15217.88235
2016,IN,16638.28125,20814.64368
2016,MI,14412.8018,18108.21053
2016,IA,18973.61017,20104.67797
2016,KS,11403.52308,13217.50794
2016,MO,13859.76471,16078.93684
2016,KY,14439.13559,18534.9661
2016,LA,10932.03704,14988.62963
2016,ME,17763.9,21095.26667
2016,MD,15426.03704,19836.68
2016,MA,27372.92233,29968.12
2016,MS,7826.825,10204.675
2016,MT,7011.6,12469.04
2016,NE,14261.58974,15465.02564
2016,NV,11810.6,16178.13333
2016,NH,20215.63636,24861.27273
2016,NJ,16161.625,19062.40789
2016,NC,11832.69333,15729.22857
2016,ND,7349,9893.65
2016,OH,15906.33155,18242.06011
2016,WV,10882.57778,14024.27273
2016,OK,10760.91837,14656.29167
2016,OR,16462.91489,20879.70213
2016,PA,21158.01794,23561.52074
2016,RI,28505.69231,31188.84615
2016,SC,13725.60526,17636.31429
2016,SD,11853.04762,12775.28571
2016,TN,15835.72222,19137.49425
2016,TX,11481.73267,14584.64398
2016,UT,11500.64516,14983.43333
2016,VT,27926.21053,33261.22222
2016,VA,15545.61417,19689.50926
2016,WI,15707.71212,18527.7619
2016,WY,4750.888889,9313.555556
2016,AS,3550,3850
2016,GU,4806.666667,7558.666667
2016,MP,4038,5520
2016,PR,5818.428571,6212.536082
2016,FM,4750,4750
2016,PW,3250,3610
2016,VI,5235,14496
2016,MH,4885,5105
2017,AL,10106.74648,13666.82609
2017,AK,8789.142857,14279.14286
2017,WA,12900.66216,16803.08451
2017,AZ,9750.528302,14073.88679
2017,NM,7356.944444,10695.42857
2017,AR,9028.90566,11104.5
2017,CA,14876.0443,18720.53795
2017,MN,14770.5,16845.89286
2017,CO,12769.89474,18075.51786
2017,CT,19698.97872,26119.65116
2017,NY,19295.75887,21123.64621
2017,DE,13633.5,18493.3
2017,DC,23987.26667,25163.42857
2017,FL,14413.42708,17022.08609
2017,GA,12197.69672,15399.26786
2017,HI,9621.5,14282.83333
2017,ID,10921.6875,15771.3125
2017,IL,16284.56081,20001.08571
2017,IN,16933.56989,20940.15294
2017,MI,14978.00909,18531.92553
2017,IA,19176.51667,20590.84746
2017,KS,11922.07576,13696.10938
2017,MO,14152.29126,16379.10526
2017,KY,15015.82456,19421.61404
2017,LA,11319.90196,14995.56863
2017,ME,17838.51613,21282.3871
2017,MD,15886.5,20514.02
2017,MA,28226.69903,31076.0101
2017,MS,7893.054054,10375.27027
2017,MT,7322.24,12956.4
2017,NE,14553.82051,15695.51282
2017,NV,11885.33333,16355.06667
2017,NH,21004.73913,25669.52174
2017,NJ,16374.32099,19187.96154
2017,NC,12182.73826,16160.66906
2017,ND,7550.4,10148.25
2017,OH,16470.01744,19020.76331
2017,WV,11303.95122,14760
2017,OK,11011.15217,15254.44444
2017,OR,16612.91489,21126.06383
2017,PA,21583.52466,24035.4977
2017,RI,29531.38462,32327.92308
2017,SC,13959.70588,18285.85714
2017,SD,12532.65217,13315.27273
2017,TN,16259.81609,19777.22619
2017,TX,11825.96602,15079.35263
2017,UT,11853.90323,15406.16667
2017,VT,28868.73684,34360.11111
2017,VA,15995.54839,20303.14286
2017,WI,16139.93056,18779.56061
2017,WY,3384.75,8784
2017,AS,3950,4250
2017,GU,4806.666667,7558.666667
2017,MP,4038,5520
2017,PR,5963.636364,6347.193548
2017,FM,4750,4750
2017,PW,3250,3610
2017,VI,5235,14165
2017,MH,4885,5105
2018,AL,10325.23881,14227.76923
2018,AK,9286.142857,15358.57143
2018,WA,13489.17391,17642.95522
2018,AZ,9839.265306,14618.04082
2018,NM,6448.393939,9977.9375
2018,AR,9211.018519,11149.96226
2018,CA,15020.84091,19270.96949
2018,MN,15055.68817,17300.98734
2018,CO,12794.11111,18696.48077
2018,CT,20433.18182,27243.73171
2018,NY,19635.79514,21671.04727
2018,DE,13726.6,18711.6
2018,DC,25718.07143,27169.30769
2018,FL,14915.62295,17634.79577
2018,GA,12098.46457,16172.91176
2018,HI,9682.117647,14617.64706
2018,ID,11076.73333,16256.46667
2018,IL,16960.26667,20898.6063
2018,IN,17158.61176,21097.76471
2018,MI,15179.88393,18960.73034
2018,IA,19691.81356,21166.24138
2018,KS,12221.19048,14066.7377
2018,MO,14616.83516,17095.48193
2018,KY,15127.51923,20153.17308
2018,LA,11880.30612,15631.04167
2018,ME,18364.03226,21729.77419
2018,MD,16007.23214,20664.80769
2018,MA,28699.83495,31593.28283
2018,MS,8117.918919,10374.02703
2018,MT,7496.458333,13522.5
2018,NE,14467.59459,15709.56757
2018,NV,12141,16758.13333
2018,NH,21579.30435,26404
2018,NJ,16455.08333,19172.60976
2018,NC,12248.26667,16515.44444
2018,ND,7753.05,9844.85
2018,OH,17079.71951,19850.69375
2018,WV,11684.85366,15298.95122
2018,OK,11326.90698,15925.47619
2018,OR,17037.58696,21673.08696
2018,PA,22690.99519,25501.50495
2018,RI,31574.33333,34664.25
2018,SC,14510.875,19324.38983
2018,SD,12085.95238,13037.33333
2018,TN,16736,20882.73973
2018,TX,12135.02941,15513.90374
2018,UT,11762.82143,15744.59259
2018,VT,29869.05263,34423.26316
2018,VA,16537.07563,21261.12121
2018,WI,17120.3125,19725.06349
2018,WY,3467.75,8927
2018,AS,3950,4250
2018,GU,4882,7634
2018,MP,4038,5520
2018,PR,6282.5625,6703.2
2018,FM,4750,4750
2018,PW,3250,3610
2018,VI,5235,14165
2018,MH,4885,5105
2019,AL,10609,14563.32308
2019,AK,9264.714286,16158
2019,WA,13579.05882,17884.90909
2019,AZ,10070.34,14635.6
2019,NM,5962.181818,9480.875
2019,AR,9629.962264,11646.90385
2019,CA,15193.50318,19548.15541
2019,MN,15399.96703,17807.31169
2019,CO,12712.96296,18720.69231
2019,CT,21079.04444,28137.90244
2019,NY,19984.88356,22129.35036
2019,DE,13967.4,19072.9
2019,DC,25913,27380.84615
2019,FL,15105.08152,17698.21678
2019,GA,12351.57364,16561.06796
2019,HI,9775,15019
2019,ID,11113.13333,16537.93333
2019,IL,17380.76642,21200.96094
2019,IN,17502.66279,21508.66279
2019,MI,15663.19811,19567.07865
2019,IA,21124.30189,22858.94231
2019,KS,12611.76667,14635.77586
2019,MO,14598.07865,17491.36709
2019,KY,15240.51923,20263.05769
2019,LA,12293.97872,16237
2019,ME,20119.48148,23966.37037
2019,MD,16122.89091,21008.90196
2019,MA,29766.82,32912.55789
2019,MS,7946.571429,10084.57143
2019,MT,7692.36,13596.72
2019,NE,14943.11765,16311.35294
2019,NV,12012.78571,17121.85714
2019,NH,21576.18182,26580.36364
2019,NJ,16510.08235,19143.3012
2019,NC,12548.52941,16785.26772
2019,ND,8057,9330.3
2019,OH,17507.95,20611.70199
2019,WV,11781.29268,15271.68293
2019,OK,11579.80952,16296.17073
2019,OR,17274.17778,21991.93333
2019,PA,23126.4058,25968.59701
2019,RI,31083.84615,34039.92308
2019,SC,14863.17188,19765.69492
2019,SD,12310.75,13338.1
2019,TN,17371.56757,21464.52113
2019,TX,12367.77114,16103.65054
2019,UT,11444.53571,15445.77778
2019,VT,30342.875,35906.375
2019,VA,16739.21008,21754.13402
2019,WI,17617.21311,20504.12069
2019,WY,4316,11084.75
2019,AS,3950,4250
2019,GU,4882,7634
2019,MP,4038,5520
2019,PR,6372.46,6950.574468
2019,FM,4750,4750
2019,PW,3250,3610
2019,VI,5235,14165
2019,MH,4295,5120